"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"1038","high dependency nursing care observation intervention and support for level 2 patients","BCC",168717," Licenciatura en Enfermería","0415467950","english"," ICB"
"1039","high dependency nursing care observation intervention and support for level 2 patients","BCC",168717," Licenciatura en Enfermería","9780203875889","english"," ICB"
"1040","high dependency nursing care observation intervention and support for level 2 patients","BCC",168717," Licenciatura en Enfermería","0203875885","english"," ICB"
"1041","essentials of management information systems","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9780136110996","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"1042","essentials of management information systems","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","0136110991","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"1043","navegar en internet adobe dreamweaver cs3","BCC",123320," Licenciatura en Diseño Gráfico ","9789701513613","english"," IADA "
"1044","navegar en internet adobe dreamweaver cs3","BCC",143666,"NULL","9789701513613","english","NULL"
"1045","navegar en internet adobe dreamweaver cs3","BCC",137155," Licenciatura en Diseño Gráfico","9789701513613","english"," IADA"
"1046","navegar en internet adobe dreamweaver cs3","BCC",117576,"NULL","9789701513613","english","NULL"
"1047","marketing internacional","BCC",151359,"Ingeniería Electrica","9786071502766","english","Carrera de Ingeniero Electricista"
"1048","marketing internacional","BCC",123794,"NULL","9786071502766","english","NULL"
"1049","marketing internacional","BCC",151359,"Ingeniería Electrica","6071502764","english","Carrera de Ingeniero Electricista"
"1050","marketing internacional","BCC",123794,"NULL","6071502764","english","NULL"
"1051","game production handbook","BCC",152078," Ingeniería de Software","9781934015407","english"," IIT"
"1052","game production handbook","BCC",180214," Licenciatura en Gerontología","9781934015407","english"," ICB"
"1053","game production handbook","BCC",141415," Ingeniería de Software","9781934015407","english"," IIT"
"1054","game production handbook","BCC",124912,"NULL","9781934015407","english","NULL"
"1055","game production handbook","BCC",119710,"Licenciatura en Diseño Gráfico ","9781934015407","english","IADA "
"1056","game production handbook","BCC",152078," Ingeniería de Software","1934015407","english"," IIT"
"1057","game production handbook","BCC",180214," Licenciatura en Gerontología","1934015407","english"," ICB"
"1058","game production handbook","BCC",141415," Ingeniería de Software","1934015407","english"," IIT"
"1059","game production handbook","BCC",124912,"NULL","1934015407","english","NULL"
"1060","game production handbook","BCC",119710,"Licenciatura en Diseño Gráfico ","1934015407","english","IADA "
"1061","applied electromagnetics using quickfield and matlab","BCC",915292,"","9781934015124","english",""
"1062","applied electromagnetics using quickfield and matlab","BCC",915292,"","9780763777517","english",""
"1063","applied electromagnetics using quickfield and matlab","BCC",915292,"","076377751","english",""
"1064","anatomy and physiology from science to life","BCC",127166," Licenciatura en Enfermería","9780470448724","english"," ICB"
"1065","anatomy and physiology from science to life","BCC",129252," Licenciatura en Enfermería","0470448725","english"," ICB"
"1066","anatomy and physiology from science to life","BCC",168717," Licenciatura en Enfermería","0470448725","english"," ICB"
"1067","anatomy and physiology from science to life","BCC",143797,"NULL","0470448725","english","NULL"
"1068","anatomy and physiology from science to life","BCC",135617,"NULL","0470448725","english","NULL"
"1069","anatomy and physiology from science to life","BCC",129856,"NULL","0470448725","english","NULL"
"1070","anatomy and physiology from science to life","BCC",147689," Licenciatura en Enfermería","0470448725","english"," ICB"
"1071","anatomy and physiology from science to life","BCC",181627," Licenciatura en Enfermería","0470448725","english"," ICB"
"1072","anatomy and physiology from science to life","BCC",913327,"NULL","0470448725","english","NULL"
"1073","anatomy and physiology from science to life","BCC",147626," Licenciatura en Químico Fármaco Biólogo","0470448725","english"," ICB"
"1074","anatomy and physiology from science to life","BCC",129191,"","0470448725","english",""
"1075","anatomy and physiology from science to life","BCC",159072," Licenciatura en Químico Farmacéutico Biólogo","0470448725","english"," ICB"
"1076","anatomy and physiology from science to life","BCC",254785,"NULL","0470448725","english","NULL"
"1077","anatomy and physiology from science to life","BCC",126959,"","0470448725","english",""
"1078","anatomy and physiology from science to life","BCC",135796,"","0470448725","english",""
"1079","anatomy and physiology from science to life","BCC",153036," Licenciatura en Enfermería","0470448725","english"," ICB"
"1080","anatomy and physiology from science to life","BCC",180263,"NULL","0470448725","english","NULL"
"1081","anatomy and physiology from science to life","BCC",180263,"NULL","0470448725","english","NULL"
"1082","anatomy and physiology from science to life","BCC",180263,"NULL","0470448725","english","NULL"
"1083","anatomy and physiology from science to life","BCC",127144,"","0470448725","english",""
"1084","anatomy and physiology from science to life","BCC",145175,"NULL","0470448725","english","NULL"
"1085","anatomy and physiology from science to life","BCC",190491,"NULL","0470448725","english","NULL"
"1086","anatomy and physiology from science to life","BCC",129445,"  Licenciatura en Enfermería","0470448725","english","  ICB"
"1087","anatomy and physiology from science to life","BCC",129213,"NULL","0470448725","english","NULL"
"1088","anatomy and physiology from science to life","BCC",152369," Licenciatura en Enfermería","0470448725","english"," ICB"
"1089","anatomy and physiology from science to life","BCC",129049,"","0470448725","english",""
"1090","anatomy and physiology from science to life","BCC",180291," Licenciatura en Enfermería","0470448725","english"," ICB"
"1091","anatomy and physiology from science to life","BCC",180157," Licenciatura en Enfermería","0470448725","english"," ICB"
"1092","anatomy and physiology from science to life","BCC",201145," Licenciatura en Enfermería","0470448725","english"," ICB"
"1093","anatomy and physiology from science to life","BCC",135871,"NULL","0470448725","english","NULL"
"1094","anatomy and physiology from science to life","BCC",135871,"NULL","0470448725","english","NULL"
"1095","anatomy and physiology from science to life","BCC",153456," Licenciatura en Enfermería","0470448725","english"," ICB"
"1096","anatomy and physiology from science to life","BCC",168513," Licenciatura en Nutrición","0470448725","english"," ICB"
"1097","anatomy and physiology from science to life","BCC",127166," Licenciatura en Enfermería","0470448725","english"," ICB"
"1098","eye of childhood short stories","BCC",191143," Licenciatura en Contaduría","0194228134","english"," ICSA"
"1099","eye of childhood short stories","BCC",191143," Licenciatura en Contaduría","9780194228138","english"," ICSA"
"1100","inside reading the academic word list in context level 4","BCC",140122,"  Licenciatura en Psicología","9780194416153","english","  ICSA"
"1101","inside reading the academic word list in context level 4","BCC",140122,"  Licenciatura en Psicología","9780194416191","english","  ICSA"
"1102","inside reading the academic word list in context level 4","BCC",140122,"  Licenciatura en Psicología","9780194416238","english","  ICSA"
"1103","inside reading the academic word list in context level 4","BCC",140122,"  Licenciatura en Psicología","9780194416115","english","  ICSA"
"1104","graphic designers digital toolkit","BCC",201069,"NULL","9781439056691","english","NULL"
"1105","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","9781439056691","english","IADA"
"1106","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","9781439056691","english","IADA"
"1107","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","9781439056691","english","IADA"
"1108","graphic designers digital toolkit","BCC",201069,"NULL","1439056692","english","NULL"
"1109","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","1439056692","english","IADA"
"1110","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","1439056692","english","IADA"
"1111","graphic designers digital toolkit","BCC",119635,"Licenciatura en Diseño Gráfico","1439056692","english","IADA"
"1112","practice with idioms","BCC",201234," Licenciatura en Enfermería","0195027825","english"," ICB"
"1113","practice with idioms","BCC",190103," Ingeniería en Sistemas Automotrices","0195027825","english"," IIT"
"1114","practice with idioms","BCC",201234," Licenciatura en Enfermería","9780195027822","english"," ICB"
"1115","practice with idioms","BCC",190103," Ingeniería en Sistemas Automotrices","9780195027822","english"," IIT"
"1116","ecollaborative knowledge construction learning from computersupported and virtual environments","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9781615207299","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
